,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
813238,13050057.00,1,,,3,4,,4,3,,,3160,3160,,,,,6037,,3,,,,2,34135427,-117761058,8514,,,,,,100,261,LVPR2D*,60374002.04,39308,3101,,96494,0,,,,1,,,1997,,,263263,434643,2015,171380,6023.53,,,6.0374E+13
742363,17261657.00,,,,2.5,2,,,2.5,,938,1316,1316,,,938,,6111,,2,2,439,,,34273932,-118681526,3572,,,,,,1111,261,,61110083.02,27110,2061,,97116,7,,1,,,80,,2000,2,,181867,363734,2015,181867,4229.86,,,6.11101E+13
973814,12348645.00,,,,2,3,,7,2,,,1611,1611,,,,,6037,,2,,,,7,33903892,-118129068,6755,,,,,,100,261,BFR1YY,60375532.01,44116,3101,,96208,0,,,,1,,,1948,,,112706,373674,2015,260968,4593.24,Y,14,6.03755E+13
1026148,13136616.00,,,,0,0,,,,,,1680,1680,,,,,6037,,,,,,,33856782,-118220772,,,,,,,070P,263,,60375433.05,24174,3101,,96090,0,,,,,,,1981,,,,,2015,,362.56,,,
30306,17137899.00,,,,2,4,,,2,,768,1960,1960,,,768,,6111,,2,2,551,,,34238148,-119015875,9898,1,648,,,1,1111,261,,61110054.04,51239,2061,,97089,7,,,,,,,1964,2,,146937,172160,2015,25223,1856.56,,,6.11101E+13
990717,12848330.00,1,,,3,4,,4,3,,,3433,3433,,,,,6037,,3,,,,2,33972432,-117884948,14110,,,,,,100,261,LCA1,60374087.03,22827,3101,,96492,0,,,,1,,,1999,,,388061,606547,2015,218486,8357.93,,,6.03741E+13
628151,11406755.00,,,,1,3,,7,1,,,1088,1088,,,,,6037,,1,,,,7,33950343,-118360065,6293,,,,,,100,261,INR3YY,60376012.02,45888,3101,,96133,0,,,,1,,,1941,,,57000,285000,2015,228000,4071.08,,,6.0376E+13
887694,13861434.00,,,,2.5,2,,,2.5,,,2043,2043,,,,,6059,,2,2,590,,,33676659,-118022240,1536,,,,,,122,261,,60590993.08,25218,1286,,96966,0,,1,,,,,1989,,,265019,374765,2015,109746,4409.8,,,6.0591E+13
36141,12196488.00,,,,1,2,,7,1,,,796,796,,,,,6037,,1,,,,7,33968428,-118244793,3858,,,,,,100,261,LCR3*,60375350.02,396053,3101,,95982,0,,,,1,,,1923,,,7522,17285,2015,9763,717.21,Y,13,6.03754E+13
134812,17261248.00,,,,1,2,,,1,,859,859,859,,,859,,6111,,1,1,0,,,34273145,-118673077,3049,,,,,,1129,266,,61110083.02,27110,2061,,97116,4,,,,,,,1972,1,,99739,166037,2015,66298,2076.36,,,6.11101E+13
179275,17228331.00,,,,2.5,3,,,2.5,,719,1466,1466,,,719,,6111,1,2,2,444,,,34284273,-118741670,4000,,,,,,1111,261,,61110085,27110,2061,,97118,6,,1,,,286,,1984,2,,188681,377362,2015,188681,4579.4,,,6.11101E+13
860610,14523798.00,,,,0,0,,,,,,,,,,,,6059,,,,,,,33830800,-118061000,,,,,,,73,263,,60591101.17,44833,1286,,96185,0,,,,,,,,,,31898,31898,2015,,349.28,,,6.05911E+13
528441,12527621.00,,,,1,2,,7,1,,,972,972,,,,,6037,,1,,,,7,33752721,-118114918,2333,,,,,,100,261,LBR1S,60375775.01,46298,3101,116828,96237,0,,,,1,,,1953,,,83006,405270,2015,322264,4844.29,Y,15,6.03758E+13
882915,11923462.00,1,,,2,3,,4,2,,,1237,1237,,,,,6037,,2,,,,2,34127700,-118066000,53413,,,,,,010E,266,,60374307.24,50749,3101,,96268,0,,,,1,,,1972,,,111740,363107,2015,251367,4514.44,,,6.03743E+13
769139,13969944.00,,,,1,3,,,1,,,1607,1607,,,,,6059,1,1,2,480,,,33732664,-117928977,7310,,,,,,122,261,,60590992.02,47568,1286,268441,97004,6,,,,,,,1954,1,,87136,159438,2015,72302,2043.7,,,6.0591E+13
611647,10922294.00,,,,2,3,,7,2,,,1288,1288,,,,,6037,,2,,,,7,34207848,-118344783,6000,,,,,,100,261,LAR1,60371021.05,12447,3101,41131,96436,0,,,,1,,,1953,,,156914,298479,2015,141565,3663.27,,,6.0371E+13
669619,17121860.00,,,,2,4,,,2,,2160,2160,2160,,,2160,,6111,,2,4,1012,,,34232755,-119155013,13300,,,,,,1110,261,,61110050.03,13150,2061,,97107,5,,,,,273,,1950,1,,210778,335679,2015,124901,4867.78,,,6.11101E+13
755426,14243829.00,13,,,4.5,4,,,4.5,,,5006,5006,,,,,6059,,4,3,792,,,33795489,-117778866,43560,1,,,,1,122,261,,60590756.04,33252,1286,,97067,14,,1,,,,,1983,1,,671255,1427972,2015,756717,16468.46,,,6.05908E+13
690127,12071645.00,,,,2,2,,4,2,,,1870,1870,,,,,6037,,2,,,,2,34167057,-118252257,12250,,,,,,100,261,GLR1YY,60373007.02,45457,3101,275257,96326,0,,,,1,,,1941,,,133877,669386,2015,535509,7437.57,,,6.0373E+13
631868,12403884.00,,,,3,4,,4,3,,,2965,2965,,,,,6037,,3,,,,2,33878484,-118045872,6233,,,,,,100,261,CERS6500,60375545.12,10774,3101,,96206,0,,,,1,,,1985,,,286354,368645,2015,82291,4392.79,,,6.03755E+13
38877,12856859.00,,,,2,3,,4,2,,,1396,1396,,,,,6037,,2,,,,2,33983751,-117974538,10362,1,,,,1,101,261,LCRA10000*,60374085.03,45602,3101,,96489,0,,,,1,,,1960,,,151698,309133,2015,157435,3914.68,,,6.03741E+13
818440,17129615.00,,,,3,4,,,3,,1250,2412,2412,,,1250,,6111,2,3,2,648,,,34221510,-119006996,6322,,,,,,1111,261,,61110053.03,51239,2061,,97091,9,,,,,120,,1996,2,,207330,345546,2015,138216,3698.44,,,6.11101E+13
852021,11597977.00,1,,,2,2,,4,2,,,1222,1222,,,,,6037,,2,,,,2,34003655,-118391254,170327,1,,,,1,010C,266,CCPD*,60377025.02,51617,3101,,96095,0,,,,1,,,1975,,,62379,93555,2015,31176,1391.67,,,6.0377E+13
57987,14729925.00,,,,2.5,3,,,2.5,,,1384,1384,,,,,6059,,2,1,0,,,33665064,-117797970,,,,,,,34,266,,60590525.14,52650,1286,276119,96948,0,,1,,,,,1984,,,107004,494052,2015,387048,5241.3,,,6.05905E+13
867243,11735567.00,,,,2,4,,7,2,,,1735,1735,,,,,6037,,2,,,,7,34038890,-118341124,6042,,,,,,100,261,LARD2,60372186,12447,3101,274514,95997,0,,,,1,,,1955,,,43114,66619,2015,23505,1022.3,,,6.03722E+13
868053,11948803.00,,,,2,3,,7,2,,,1668,1668,,,,,6037,,2,,,,7,34107304,-118267117,4814,,,,,,100,261,LAR1,60371951,12447,3101,268473,96020,0,,,,1,,,1937,,,57502,91340,2015,33838,1163.28,,,6.0372E+13
1013878,11088429.00,,,,2,5,,7,2,,,1905,1905,,,,,6037,,2,,,,2,34243395,-118578004,7853,,,,,,100,261,LARS,60371133.03,12447,3101,37835,96346,0,,,,1,,,1959,,,68343,230474,2015,162131,2948.35,,,6.03711E+13
882590,11842241.00,1,,,3,4,,4,3,,,2310,2310,,,,,6037,,3,,,,2,34066439,-118127210,7145,,,,,,100,261,MPR2*,60374817.13,6021,3101,,96496,0,,,,1,,,1991,,,213173,591493,2015,378320,7652.81,,,6.03748E+13
881079,11434184.00,,,,1,2,,7,1,,,794,794,,,,,6037,,1,,,,7,33891436,-118323749,5344,,,,,,100,261,GAR1,60376036,45398,3101,,96106,0,,,,1,,,1942,,,29572,147888,2015,118316,2004.86,,,6.0376E+13
668748,12595764.00,,,,3,3,,4,3,,,1230,1230,,,,,6037,,3,,,,2,33841300,-118306000,,,,,,,010E,266,LARD1.5,60372920,12447,3101,273930,96159,0,,,,1,,,1990,,,121775,237751,2015,115976,3108.46,,,6.03729E+13
55292,13961067.00,,,,2,5,,,2,,,1624,1624,,,,,6059,,2,1,358,,,33746283,-117802615,8052,1,,,,1,122,261,,60590756.03,40081,1286,,97016,6,,,,,,,1954,1,,100202,320788,2015,220586,3874.78,,,6.05908E+13
487177,14120563.00,1,,,3,4,,,3,,,2297,2297,,,,,6059,1,3,2,502,,6,33845936,-118040526,4770,,,,,,122,261,,60591101.02,15237,1286,,96183,8,,,,,,,1965,2,,111264,410887,2015,299623,4863.92,,,6.05911E+13
437319,12039503.00,,,,1,2,,7,1,,,912,912,,,,,6037,,1,,,,7,34126744,-118268020,4769,,,,,,100,261,LAR1,60371881,12447,3101,268010,96020,0,,,,1,,,1926,,,66748,414941,2015,348193,7535.68,,,6.03719E+13
295147,14472137.00,,,,2.5,2,,,2.5,,,1615,1615,,,,,6059,,2,2,468,,,33581961,-117647854,1976,,,,,,122,261,,60590320.39,12773,1286,,96996,0,,1,,,,,1989,,,158603,485027,2015,326424,4889.92,,,6.05903E+13
509022,11410873.00,,,,1,2,,7,1,,,1115,1115,,,,,6037,,1,,,,7,33946433,-118325181,6501,,,,,,100,261,INR2YY,60376007.02,45888,3101,,96137,0,,,,1,,,1942,,,30952,154792,2015,123840,2370.48,,,6.0376E+13
338345,14088743.00,,,,2.5,5,,,2.5,,,2791,2791,,,,,6059,2,2,2,510,,,33748485,-118093217,6000,1,,,,1,122,261,,60590995.04,54352,1286,,96225,10,,1,,,,,1963,2,,196205,476152,2015,279947,5526.64,,,6.0591E+13
180051,10822327.00,,,,1,3,,7,1,,,969,969,,,,,6037,,1,,,,7,34202411,-118478725,5999,,,,,,100,261,LAR1,60371274,12447,3101,41466,96415,0,,,,1,,,1951,,,75384,242474,2015,167090,2972.08,,,6.03713E+13
389698,11199442.00,1,,,3,4,,4,3,,,1346,1346,,,,,6037,,3,,,,2,34565918,-118096566,4521,,,,,,100,261,PDR1*,60379105.04,40227,3101,,97328,0,,,,1,,,1988,,,128000,160000,2015,32000,2726.7,,,6.03791E+13
50571,12085387.00,1,,,3,4,,7,3,,,1577,1577,,,,,6037,,3,,,,2,34137685,-118233630,5604,,,,,,100,261,GLR4YY,60373021.02,45457,3101,275396,96324,0,,,,1,,,1926,,,129845,283648,2015,153803,3159.35,,,6.0373E+13
850870,11204003.00,1,,,3,3,,4,3,,,1409,1409,,,,,6037,,3,,,,2,34569607,-118076343,127117,,,,,,010C,266,PDR3DP*,60379106.03,40227,3101,,97328,0,,,,1,,,1981,,,126061,161210,2015,35149,2646.72,,,6.03791E+13
494545,11487214.00,,,,1,3,,7,1,,,996,996,,,,,6037,,1,,,,7,33877265,-118368576,7500,,,,,,100,261,RBR-2,60376205.21,33612,3101,,96124,0,,,,1,,,1953,,,54142,221870,2015,167728,3168.19,,,6.03762E+13
288122,11976536.00,,,,3,5,,,3,,,2334,,,2334,,,6037,,3,,,,,34115113,-118188812,6238,,,,,,300,247,LAR1,60371836.2,12447,3101,115609,96023,0,,,,3,,,1923,,,102859,297977,2015,195118,3756.79,,,6.03718E+13
563298,14634631.00,,,,2,2,,,2,,,1162,1162,,,,,6059,,2,1,0,,,33647658,-117636098,,,,,,,34,266,,60590320.33,12773,1286,,96996,0,,,,,,,1985,,,113355,189793,2015,76438,1928.06,,,6.05903E+13
415428,14522253.00,,,,0,0,,,,,,,,,,,,6059,,,,,,,33698643,-117959642,,,,,,,0,263,,60590992.32,8384,1286,,97008,0,,,,,,,,,,39265,39265,2015,,340.9,,,6.0591E+13
430707,17188235.00,,,,2.5,4,,,2.5,,1412,2806,2806,,,1412,,6111,1,2,2,591,,,34209067,-119028237,6921,,,,,,1111,261,,61110056,51239,2061,,97091,8,,1,,,,,2005,2,,241000,684000,2015,443000,7388.34,,,6.11101E+13
805053,10901807.00,1,,,2,4,,7,2,,,2108,2108,,,,,6037,,2,,,,2,34158841,-118388415,7800,,,,,,100,261,LAR1,60371251,12447,3101,268551,96452,0,,,,1,,,1944,,,145334,242331,2015,96997,3034.46,,,6.03713E+13
498575,12546978.00,,,,2,2,,4,2,,,1470,1470,,,,,6037,,2,,,,7,33765193,-118176816,14242,,,,,,010E,266,LBPD5,60375766.01,46298,3101,416302,96236,0,,,,1,,,1953,,,119102,413734,2015,294632,4983.88,,,6.03758E+13
186489,12605477.00,,,,2,4,,7,2,,,1768,1768,,,,,6037,,2,,,,2,33816692,-118282170,4795,,,,,,100,261,CARS*,60375436.04,10723,3101,,96229,0,,,,1,,,1968,,,193995,372221,2015,178226,5056.3,,,6.03754E+13
584708,11695200.00,,,,2,2,,7,2,,,1479,1479,,,,,6037,,2,,,,7,33994408,-118307071,5323,,,,,,100,261,LAR2,60372325,12447,3101,118208,96043,0,,,,1,,,1913,,,45762,206334,2015,160572,2595.58,,,6.03723E+13
251718,11538152.00,1,,,1,1,,10,1,,,749,749,,,,,6037,,1,,,,2,33984600,-118445000,124612,1,,,,1,010C,266,LAC4(OX),60372741,12447,3101,21056,96128,0,,,,1,,,2003,,,249778,381460,2015,131682,6636.54,,,6.03727E+13
630001,11914481.00,,,,2,5,,7,2,,,2288,2288,,,,,6037,,2,,,,2,34108221,-118100311,12985,,,,,,100,261,SLR1YY,60374802.02,33837,3101,,96514,0,,,,1,,,1935,,,38531,119696,2015,81165,13530.2,,,6.03748E+13
896940,11719081.00,,,,1,3,,7,1,,,1140,1140,,,,,6037,,1,,,,,34021234,-118297484,6700,,,,,,100,261,LAR4,60372226,12447,3101,118208,95988,0,,,,1,,,1924,,,15998,53674,2015,37676,757.13,,,6.03722E+13
885577,12616922.00,,,,1,3,,7,1,,,1042,1042,,,,,6037,,1,,,,7,33801516,-118208797,5887,,,,,,100,261,LBR1N,60375727,46298,3101,275989,96244,0,,,,1,,,1929,,,64439,200591,2015,136152,2525.57,,,6.03757E+13
566458,10740559.00,1,,,3,3,,4,3,,,1344,1344,,,,,6037,,3,,,,2,34156264,-118698160,716,1,,,,1,010C,266,LCR3*,60378003.28,37688,3101,,96337,0,,,,1,,,1981,,,138342,203835,2015,65493,2672.57,,,6.0378E+13
666787,14404473.00,,,,2.5,3,,,2.5,,,1994,1994,,,,,6059,,2,1,362,,,33531019,-117760314,2500,,,,,,122,261,,60590626.2,52842,1286,,96969,7,,1,,,,,1976,2,,151186,406022,2015,254836,5062.94,,,6.05906E+13
266914,12377836.00,1,,,3,4,,4,3,,,1652,1652,,,,,6037,,3,,,,2,34007591,-118098321,3935,,,,,,100,261,MNRA-R3*,60375321.01,25953,3101,,96192,0,,,,1,,,2005,,,192000,504000,2015,312000,8824.67,,,6.03753E+13
750155,12247206.00,,,,3,4,,4,3,,,2256,2256,,,,,6037,,3,,,,2,33864280,-118304237,5053,,,,,,100,261,LAR1,60372913,12447,3101,273930,96105,0,,,,1,,,1963,,,133000,526000,2015,393000,6557.21,,,6.03729E+13
897928,12006343.00,,,,2,3,,7,2,,,2060,,,2060,,,6037,,2,,,,,34092632,-118305379,7500,,,,,,200,246,LARD1.5,60371911.2,12447,3101,32059,96010,0,,,,2,,,1912,,,1373,200409,2015,199036,6451.15,,,6.03719E+13
962181,13850214.00,,,,2,2,,,2,,,1256,1256,,,,,6059,,2,2,400,,,33942695,-117960938,13104,,,,,,122,261,,60590011.01,18874,1286,,96186,6,,,,,,,1954,1,,33819,54013,2015,20194,927.26,,,6.059E+13
36717,12337398.00,,,,2,2,,7,2,,,1290,1290,,,,,6037,,2,,,,7,33908147,-118133904,5134,1,,,,1,101,261,BFR105,60375533,44116,3101,,96208,0,,,,1,,,1950,,,96725,233328,2015,136603,3072.61,,,6.03755E+13
682878,17243489.00,,,,2.5,3,,,2.5,,706,1480,1480,,,706,,6111,1,2,2,0,,,34270427,-118789713,,,,,,,1129,266,,61110077,27110,2061,,97118,8,,1,,,,,1999,2,,245759,409595,2015,163836,4712.88,,,6.11101E+13
10920,13993084.00,,,,2,4,,,2,,,1692,1692,,,,,6059,1,2,2,441,,,33827577,-117942091,6052,1,,,,1,122,261,,60590871.03,16764,1286,275496,97023,6,,,,,,,1956,1,,87746,232497,2015,144751,2908.4,,,6.05909E+13
829593,14169357.00,,,,3.5,6,,,3.5,,,2706,2706,,,,,6059,,3,2,483,,,33898230,-117856223,9100,1,,,,1,122,261,,60590117.09,26531,1286,,97068,10,,1,,,,,1965,2,,187517,371882,2015,184365,6486.72,,,6.05901E+13
69893,13882162.00,,,,1.5,4,,,1.5,,,1409,1409,,,,,6059,,1,2,400,,,33824614,-117931234,7020,,,,,,122,261,,60590871.05,16764,1286,275496,97021,7,,1,,,,,1955,1,,68919,443625,2015,374706,5308.14,,,6.05909E+13
974283,12460630.00,1,,,3,4,,4,3,,,2000,2000,,,,,6037,,3,,,,2,33841051,-118179415,8068,,,,,,100,261,LBR1N,60375715.02,46298,3101,272968,96241,0,,,,1,,,1953,,,177257,512304,2015,335047,6986.63,,,6.03757E+13
632970,12674357.00,,,,3,4,,4,3,,,2562,2562,,,,,6037,,3,,,,2,33846627,-118363662,5591,,,,,,100,261,TORR-LO,60376506.03,54722,3101,,96161,0,,,,1,,,1964,,,282387,618664,2015,336277,7332.18,,,6.03765E+13
470313,12894399.00,,,,2,3,,7,2,,,1558,1558,,,,,6037,,2,,,,2,34091121,-117746094,6063,,,,,,100,261,POR17200*,60374021.02,20008,3101,,96507,0,,,,1,,,1985,,,96489,202583,2015,106094,2633.5,,,6.0374E+13
885989,12721738.00,,,,2,3,,7,2,,,1649,1649,,,,,6037,,2,,,,7,33930659,-118087559,5737,,,,,,100,261,SSR1YY,60375028.01,13716,3101,,96201,0,,,,1,,,1954,,,47163,68967,2015,21804,1343.89,,,6.0375E+13
192181,12603725.00,1,,,3,4,,1,3,,,2806,2806,,,,,6037,,3,,,,2,33828200,-118336000,2313,,,,,,010D,269,TOPR-MD,60376508,54722,3101,416342,96161,0,,,,1,,,2002,,,428491,799194,2015,370703,9315.32,,,6.03765E+13
729785,17279384.00,,,,2,2,,,2,,1661,1661,1661,,,1661,,6111,1,2,2,0,,,34224080,-118856499,4791,,,,,,1129,266,,61110064,34278,2061,,96383,5,,,,,292,,1979,1,,165985,221299,2015,55314,2310.86,,,6.11101E+13
463315,10997776.00,,,,1,1,,7,1,,,512,512,,,,,6037,,1,,,,,34255273,-118299567,4064,,,,,,100,261,LAR1,60371034,12447,3101,27484,96284,0,,,,1,,,1924,,,3677,36913,2015,33236,538.37,,,6.0371E+13
271455,11491994.00,,,,2,4,,7,2,,,1699,1699,,,,,6037,,2,,,,7,33865890,-118369044,7509,,,,,,100,261,RBR-2,60376206.03,33612,3101,,96124,0,,,,1,,,1947,,,26900,69713,2015,42813,1472.12,,,6.03762E+13
994187,14446285.00,,,,2.5,4,,,2.5,,,2045,2045,,,,,6059,,2,2,489,,,33441485,-117592603,3420,,,,,,122,261,,60590421.09,13693,1286,,96982,0,,1,,,,,1989,,,180814,548165,2015,367351,5651.86,,,6.05904E+13
651510,14258415.00,,,,1,2,,,1,,,1313,1313,,,,,6059,,1,1,360,,,33741160,-117864565,7500,,,,,,122,261,,60590746.02,47568,1286,268132,97001,6,,,,,,,1913,2,,32063,361000,2015,328937,4665.22,,,6.05907E+13
899072,12301265.00,,,,2,3,,7,2,,,1585,1585,,,,,6037,,2,,,,7,33948464,-118220466,5446,,,,,,100,261,SGR3YY,60375356.04,47762,3101,,96125,0,,,,1,,,1938,,,140610,259275,2015,118665,3459.09,,,6.03754E+13
687626,11399629.00,1,,,2,2,,4,2,,,1178,1178,,,,,6037,,2,,,,2,33975700,-118356000,16837,,,,,,010C,266,INR3*,60376009.02,45888,3101,,96134,0,,,,1,,,1982,,,116699,152014,2015,35315,2119.39,,,6.0376E+13
955090,11300690.00,1,,,2,3,,7,2,,,1424,1424,,,,,6037,,2,,,,2,34685485,-118079270,6622,,,,,,100,261,LRA22*,60379005.07,5534,3101,,97318,0,,,,1,,,1987,,,96312,128074,2015,31762,2446.98,,,6.0379E+13
852876,11837936.00,,,,1,2,,4,1,,,1150,1150,,,,,6037,,1,,,,2,34048842,-118155031,8863,,,,,,100,261,MPR1YY,60374820.02,6021,3101,,96496,0,,,,1,,,1958,,,292954,522514,2015,229560,10734.39,,,6.03748E+13
429272,14484397.00,,,,2.5,4,,,2.5,,,2763,2763,,,,,6059,,2,2,638,TRUE,,33622452,-117617223,6600,1,,,1,,122,261,,60590320.53,15554,1286,,96993,0,,1,,,,,1990,,,362844,524701,2015,161857,6406.28,,,6.05903E+13
870246,12498733.00,,,,1,3,,7,1,,,1361,1361,,,,,6037,,1,,,,7,33795507,-118200356,4625,,,,,,100,261,LBR1N,60375730.03,46298,3101,276157,96240,0,,,,1,,,1937,,,37231,70343,2015,33112,939.63,,,6.03757E+13
29415,11784762.00,1,,,1,0,,,1,,,780,780,,,,,6037,,1,,,,2,34045800,-118261000,74818,1,,,,1,010C,266,LAC2,60372077.1,12447,3101,268118,95996,0,,,,1,,,2006,,,336000,480000,2015,144000,6369.71,,,6.03721E+13
414837,14685003.00,1,7,,2.5,3,,,2.5,,,1179,1179,,,,,6059,,2,1,0,,6,33867508,-117778374,,1,,,,1,34,266,,60590218.17,21412,1286,,97078,5,,1,6,,,,1977,2,,88280,171196,2015,82916,2291.94,,,6.05902E+13
817005,12574891.00,1,,,3,3,,4,3,,,2436,2436,,,,,6037,,3,,,,2,33871260,-118254081,3240,,,,,,010D,269,CASP-4*,60375433.21,10723,3101,,96230,0,,,,1,,,2003,,,366728,520516,2015,153788,6698.72,,,6.03754E+13
791859,11459301.00,,,,1,3,,7,1,,,1138,1138,,,,,6037,,1,,,,7,33969955,-118405300,5853,,,,,,100,261,LAR1,60372770.01,12447,3101,7877,96026,0,,,,1,,,1948,,,103246,516250,2015,413004,6347.66,,,6.03728E+13
1039435,14743564.00,,,,2,2,,,2,,,847,847,,,,,6059,,2,1,0,,,33686983,-117809779,,,,,,,34,266,,60590525.15,52650,1286,275979,96943,0,,,,,,,1996,,,117390,353244,2015,235854,4369.28,,,6.05905E+13
862341,11842418.00,1,,,2,1,,,2,,,1090,1090,,,,,6037,,2,,,,2,34068300,-118134000,,,,,,,010C,266,MPSP*,60374817.13,6021,3101,,96496,0,,,,1,,,2010,,,185000,497000,2015,312000,6575.75,,,6.03748E+13
952275,17135338.00,,,,2,3,,,2,,1196,1653,1653,,,1196,,6111,1,2,2,0,,,34221757,-119047685,1742,,,,,,1128,265,,61110055.02,51239,2061,,97089,7,,,,,,,1977,2,,135000,387000,2015,252000,4120.56,,,6.11101E+13
720546,12224065.00,1,,,2,4,,7,2,,,1619,,,1619,,,6037,,2,,,,,33946173,-118297675,6256,,,,,,200,246,LCR320U*,60376002.01,118914,3101,,96025,0,,,,2,,,1926,,,11196,29945,2015,18749,1180.12,,,6.0376E+13
803821,17191215.00,,,,2,2,,,2,66,1288,1288,1288,,,1288,,6111,1,2,2,0,,,34201678,-118985656,,,,,,,1129,266,,61110056,51239,2061,,97091,4,,,,,,,1989,1,,180345,360690,2015,180345,3839.66,,,6.11101E+13
211756,11448873.00,,,,1,2,,7,1,,,868,868,,,,,6037,,1,,,,7,33859517,-118316262,5106,,,,,,100,261,TORR-LO,60376502,54722,3101,416334,96162,0,,,,1,,,1951,,,28634,75324,2015,46690,1032.58,,,6.03765E+13
567877,11096117.00,,,,2,3,,4,2,,,1320,1320,,,,,6037,,2,,,,2,34226750,-118600672,7503,,,,,,100,261,LARS,60371132.33,12447,3101,30731,96339,0,,,,1,,,1956,,,54110,75501,2015,21391,979.35,,,6.03711E+13
249447,14141749.00,13,,,2,3,,,2,,,1479,1479,,,,,6059,1,2,2,696,,,33889128,-117950594,9000,1,,,,1,122,261,,60590017.04,24812,1286,,97041,6,,,,,,,1971,1,,120021,424067,2015,304046,4934.3,,,6.059E+13
164239,17192289.00,,,,3,4,,,3,,1374,2967,2967,,,1374,,6111,1,3,2,645,,,34188109,-118957857,6705,,,,,,1111,261,,61110058.02,34278,2061,46736,96351,8,,,,,250,,1980,2,,266260,532520,2015,266260,5644.04,,,6.11101E+13
428776,14350440.00,,,,2.5,3,,,2.5,,,1651,1651,,,,,6059,,2,2,419,,,33738231,-117770307,3015,,,,,,122,261,,60590524.2,52650,1286,274371,96939,0,,1,,,,,1998,,,281337,335670,2015,54333,4652.56,,,6.05905E+13
955530,11473254.00,,,,3,4,,7,3,,,1504,,,1504,,,6037,,3,,,,,33925730,-118410160,5964,,,,,,200,246,ESR2YY,60376200.01,55753,3101,,96103,0,,,,2,,,1948,,,133935,593173,2015,459238,6789.64,,,6.03762E+13
752872,12893630.00,1,,,2,3,,4,2,,,1296,1296,,,,,6037,,2,,,,2,34089226,-117738922,7216,,,,,,100,261,POR1*,60374021.02,20008,3101,,96507,0,,,,1,,,1979,,,80746,113428,2015,32682,1567.25,,,6.0374E+13
183549,11854663.00,,,,2,4,,7,2,,,1682,,,1682,,,6037,,2,,,,,34039353,-118128671,7060,,,,,,200,246,MPR3YY,60374827.02,6021,3101,,96496,0,,,,2,,,1949,,,156764,470294,2015,313530,6543.82,,,6.03748E+13
363100,12140222.00,1,,,6,6,,7,6,,,2472,,,2472,,,6037,,6,,,,,34131649,-118028962,6770,,,,,,300,247,ARR3HY,60374308.01,50749,3101,,96267,0,,,,3,,,1985,,,372671,565370,2015,192699,7064.59,,,6.03743E+13
406825,11886518.00,,,,2,4,,4,2,,,2011,2011,,,,,6037,,2,,,,2,34111463,-118135455,8375,,,,,,100,261,SOR19000*,60374641,54299,3101,623382,96296,0,,,,1,,,1927,,,38902,105181,2015,66279,1832.93,,,6.03746E+13
410830,12855145.00,,,,2,5,,7,2,,,1810,1810,,,,,6037,,2,,,,2,33978063,-117839905,8279,1,,,,1,101,261,LCR17500,60374033.25,24384,3101,,96505,0,,,,1,,,1962,,,153894,285424,2015,131530,3573.23,,,6.0374E+13
650432,14007796.00,,,,2,4,,,2,,,1700,1700,,,,,6059,,2,,,,,33790924,-117960761,7900,,,,,,122,261,,60590882.01,24832,1286,,97048,8,,,,,,,1954,3,,60199,118229,2015,58030,1667.14,,,6.05909E+13
971580,11760122.00,,,,2,3,,7,2,,,1370,,,1370,,,6037,,2,,,,,33993032,-118274750,5644,,,,,,200,246,LAR2,60372328,12447,3101,268496,96018,0,,,,2,,,1926,,,102228,260315,2015,158087,3338.26,,,6.03723E+13
174375,13990371.00,,,,2,4,,,2,,,1135,1135,,,,,6059,,2,2,400,,,33816435,-117964350,7200,,,,,,122,261,,60590877.03,,1286,,97023,6,,,,,,,1955,1,,48597,282177,2015,233580,3653.28,,,6.05909E+13
497939,12404755.00,1,,,3,3,,4,3,,,1656,1656,,,,,6037,,3,,,,2,33885205,-118070654,1835,,,,,,010D,269,CEADP3,60375545.13,10774,3101,,96206,0,,,,1,,,1975,,,71578,91952,2015,20374,1323.23,,,6.03755E+13
587085,12339536.00,,,,1,2,,7,1,,,836,836,,,,,6037,,1,,,,7,33904499,-118151911,2166,,,,,,100,261,PAR1*,60375535.04,6395,3101,,96220,0,,,,1,,,1968,,,60634,88592,2015,27958,1395.64,,,6.03755E+13
